"","b1.TL.ctrl","b1.IL.ctrl","b1.TI.ctrl","b1.TL.ko","b1.IL.ko","b1.TI.ko","b2.TL.ctrl","b2.IL.ctrl","b2.TI.ctrl","b2.TL.ko","b2.IL.ko","b2.TI.ko"
"Mt2",-0.728727981349584,-0.870400029031973,0.141672047682389,-0.291518304557664,-0.163617415299638,-0.127900889258025,-0.762690742280482,-0.873337127885656,0.110646385605174,-0.404779182863509,-0.26417308826788,-0.140606094595629
"Ch25h",-1.0739702475503,-1.17833850109452,0.104368253544224,-0.501325333325395,-0.318946994343194,-0.182378338982201,-1.14814893348019,-1.30426658133725,0.156117647857054,-0.975025401813569,-1.02906331498598,0.054037913172409
"Mnda",-0.890609042018928,-0.930067050965798,0.0394580089468702,-0.658351947723176,-0.851922801549973,0.193570853826797,-0.785150610060545,-0.66013090773032,-0.125019702330225,-0.914958769500674,-1.08249390213208,0.167535132631407
"Ikbke",-1.20348126397648,-1.3581978119098,0.154716547933319,-0.641691257130194,-0.754880042953274,0.11318878582308,-0.998439154404289,-1.22645842409529,0.228019269691005,-0.903867432591342,-1.15644195981238,0.252574527221039
"Adarb1",-0.319007145238866,-0.305559050377601,-0.0134480948612646,-0.400860186163323,0.0286517483409534,-0.429511934504276,-0.290826289895645,-0.4891878871173,0.198361597221655,-0.5780905798431,-0.374514269122444,-0.203576310720656
"Ifi203,Gm16340,LOC102641031",-0.931666145692341,-1.14503403578378,0.213367890091438,-0.135791353920451,-0.38642015088324,0.250628796962789,-0.887950679647309,-1.12660958483515,0.238658905187843,-0.966369730520361,-1.07229703791197,0.10592730739161
"Cx3cl1",-0.8561505790302,-0.938913290068923,0.0827627110387224,-0.30052198643414,-0.276644158872763,-0.0238778275613772,-0.636898859838415,-1.07460956891835,0.437710709079938,-0.323145827903126,-0.573802505962922,0.250656678059796
"Gch1",-0.946992515222633,-1.05840643470186,0.111413919479225,-0.314973754090022,-0.336328109691628,0.0213543556016061,-0.837390957707899,-1.11852250839433,0.28113155068643,-0.668699228683655,-0.80598089454332,0.137281665859665
"ENSMUSG00000041481",-0.669231544457547,-0.799962435815095,0.130730891357548,-0.308856948524018,0.114288453203553,-0.423145401727571,-0.793780022414894,-0.885981085819273,0.0922010634043795,-0.449356354474759,-0.17495440160221,-0.274401952872549
"Atp2b4",-0.390080044934237,-0.375539193491166,-0.0145408514430707,-0.401176634122807,0.0702610434513358,-0.471437677574143,-0.697209634831013,-0.921125206519581,0.223915571688568,-0.363132377495435,-0.328109375776318,-0.035023001719117
"B4galt5",-0.608909727803237,-0.665708777816914,0.0567990500136771,-0.0603440748918313,0.0812556639940222,-0.141599738885853,-0.212859359562542,-0.342779065161204,0.129919705598662,-0.459992085598751,-0.351634292814705,-0.108357792784046
"Cebpb",-0.849197172944788,-0.860028009789817,0.0108308368450289,-0.537350585356168,-0.0789543194514094,-0.458396265904759,-0.567840938307211,-0.811551356057255,0.243710417750044,-0.541169322287458,-0.557622013718361,0.0164526914309034
"Gda",0.0823159170527045,0.115953824415056,-0.0336379073623517,0.183001311833722,0.169380879900225,0.0136204319334965,0.392385709166004,0.659761013616163,-0.267375304450159,-0.404300782642779,-0.285698698585288,-0.118602084057492
